"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction","OrthoLmjF","OrthoLdHU3"
"LDHU3_32.T2770","-","LdHU3.32:811264..815093"," LDHU3_32.2770","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2100","N/A"
"LDHU3_32.T2780","-","LdHU3.32:815439..815737"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T2790","-","LdHU3.32:815747..818466"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T2800","-","LdHU3.32:818844..822645"," LDHU3_32.2800","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2110","N/A"
"LDHU3_32.T2810","-","LdHU3.32:823136..826381"," LDHU3_32.2810","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2120","N/A"
"LDHU3_32.T2820","-","LdHU3.32:826785..828526"," LDHU3_32.2820","N/A","N/A","RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)_putative","LmjF.32.2130","N/A"
"LDHU3_32.T2830","-","LdHU3.32:828771..830003"," LDHU3_32.2830","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2140","N/A"
"LDHU3_32.T2840","-","LdHU3.32:830449..834971"," LDHU3_32.2840","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2150","N/A"
"LDHU3_32.T2850","-","LdHU3.32:835370..838947"," LDHU3_32.2850","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2155","N/A"
"LDHU3_32.T2860","-","LdHU3.32:839173..839730"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T2870","-","LdHU3.32:840212..844411"," LDHU3_32.2870","N/A","N/A","R-SNARE_protein_putative","LmjF.32.2160","N/A"
"LDHU3_32.T2880","-","LdHU3.32:844667..847332"," LDHU3_32.2880","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2170","N/A"
"LDHU3_32.T2890","-","LdHU3.32:847333..849251"," LDHU3_32.2890","N/A","N/A","SAC3/GANP/Nin1/mts3/eIF-3_p25_family/COP9_signalosome_subunit_CSN8_putative","LmjF.32.2180","N/A"
"LDHU3_32.T2900","-","LdHU3.32:849252..850084"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T2910","-","LdHU3.32:850085..852836"," LDHU3_32.2910","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2190","N/A"
"LDHU3_32.T2920","-","LdHU3.32:852837..856719"," LDHU3_32.2920","N/A","N/A","U5_small_nuclear_ribonucleoprotein_component_putative","LmjF.32.2200","N/A"
"LDHU3_32.T2930","-","LdHU3.32:856998..858878"," LDHU3_32.2930","N/A","N/A","NADH-ubiquinone_oxidoreductase_complex_I_subunit_putative","LmjF.32.2210","N/A"
"LDHU3_32.T2940","-","LdHU3.32:859170..864276"," LDHU3_32.2940","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2220","N/A"
"LDHU3_32.T2950","-","LdHU3.32:864580..867747"," LDHU3_32.2950","N/A","N/A","ATP-dependent_RNA_helicase_putative","LmjF.32.2230","N/A"
"LDHU3_32.T2960","-","LdHU3.32:868127..872407"," LDHU3_32.2960","N/A","N/A","methionyl-tRNA_formyltransferase_putative","LmjF.32.2240","N/A"
"LDHU3_32.T2970","-","LdHU3.32:872408..876256"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T2980","-","LdHU3.32:876530..885405"," LDHU3_32.2980","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2250","N/A"
"LDHU3_32.T2990","-","LdHU3.32:885621..886589"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3000","-","LdHU3.32:886668..888595"," LDHU3_32.3000","N/A","N/A","heat_shock_protein_Hsp20_putative","LmjF.32.2260","N/A"
"LDHU3_32.T3010","-","LdHU3.32:889210..892538"," LDHU3_32.3010","N/A","N/A","membrane_associated_protein-like_protein","LmjF.32.2270","N/A"
"LDHU3_32.T3020","-","LdHU3.32:892997..894179"," LDHU3_32.3020","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2280","N/A"
"LDHU3_32.T3030","-","LdHU3.32:894683..899681"," LDHU3_32.3030","N/A","N/A","sphingosine-1-phosphate_phosphatase_putative","LmjF.32.2290","N/A"
"LDHU3_32.T3040","-","LdHU3.32:900124..902383"," LDHU3_32.3040","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2300","N/A"
"LDHU3_32.T3050","-","LdHU3.32:902842..907233"," LDHU3_32.3050","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2310","N/A"
"LDHU3_32.T3060","-","LdHU3.32:907565..910055"," LDHU3_32.3060","N/A","N/A","C-14_sterol_reductase_putative","LmjF.32.2320","N/A"
"LDHU3_32.T3070","-","LdHU3.32:910056..911372"," LDHU3_32.3070","N/A","N/A","EamA-like_transporter_family_putative","LmjF.32.2330","N/A"
"LDHU3_32.T3080","-","LdHU3.32:911528..914394"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3090","-","LdHU3.32:914395..916206"," LDHU3_32.3090","N/A","N/A","cytochrome-b5_reductase_putative","LmjF.32.2340","N/A"
"LDHU3_32.T3100","-","LdHU3.32:916592..919149"," LDHU3_32.3100","N/A","N/A","Nsp1-like_C-inal_region_containing_protein_putative","LmjF.32.2350","N/A"
"LDHU3_32.T3110","-","LdHU3.32:919434..923172"," LDHU3_32.3110","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2360","N/A"
"LDHU3_32.T3120","-","LdHU3.32:923381..924087"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3130","-","LdHU3.32:924088..925162"," LDHU3_32.3130","N/A","N/A","aquaporin-like_protein","LmjF.32.2370","N/A"
"LDHU3_32.T3140","-","LdHU3.32:925336..928110"," LDHU3_32.3140","N/A","N/A","aquaporin-like_protein","LmjF.32.2380","N/A"
"LDHU3_32.T3150","-","LdHU3.32:928111..930812"," LDHU3_32.3150","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2390","N/A"
"LDHU3_32.T3160","-","LdHU3.32:931218..933444"," LDHU3_32.3160","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2400","N/A"
"LDHU3_32.T3170","-","LdHU3.32:933646..936425"," LDHU3_32.3170","N/A","N/A","hypothetical_protein","LmjF.32.ncRNA2","N/A"
"LDHU3_32.T3180","-","LdHU3.32:936681..946262"," LDHU3_32.3180","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2410","N/A"
"LDHU3_32.T3190","-","LdHU3.32:946550..947175"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3200","-","LdHU3.32:947176..950387"," LDHU3_32.3200","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2420","N/A"
"LDHU3_32.T3210","-","LdHU3.32:950675..952258"," LDHU3_32.3210","N/A","N/A","NOL1/NOP2/sun_family_putative","LmjF.32.2430","N/A"
"LDHU3_32.T3220","-","LdHU3.32:952259..954557"," LDHU3_32.3220","N/A","N/A","mitochondrial_RNA_binding_complex_1_subunit_putative","LmjF.32.2440","N/A"
"LDHU3_32.T3230","-","LdHU3.32:954807..957359"," LDHU3_32.3230","N/A","N/A","Cid1_family_poly_A_polymerase_putative","LmjF.32.2450","N/A"
"LDHU3_32.T3240","-","LdHU3.32:957815..961792"," LDHU3_32.3240","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2460","N/A"
"LDHU3_32.T3250","-","LdHU3.32:962294..963093"," LDHU3_32.3250","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_32.T3260","-","LdHU3.32:963094..963846"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3270","-","LdHU3.32:963841..966487"," LDHU3_32.3270","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_32.T3280","-","LdHU3.32:966488..968187"," LDHU3_32.3280","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2480","N/A"
"LDHU3_32.T3290","-","LdHU3.32:968188..972880"," LDHU3_32.3290","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2490","N/A"
"LDHU3_32.T3300","-","LdHU3.32:972881..974633"," LDHU3_32.3300","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2500","N/A"
"LDHU3_32.T3310","-","LdHU3.32:974634..976769"," LDHU3_32.3310","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_32.T3320","-","LdHU3.32:977080..979318"," LDHU3_32.3320","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2510","N/A"
"LDHU3_32.T3330","-","LdHU3.32:979319..984775"," LDHU3_32.3330","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2520","N/A"
"LDHU3_32.T3340","-","LdHU3.32:985076..989712"," LDHU3_32.3340","N/A","N/A","Cyclic_nucleotide-binding_domain_containing_protein_putative","LmjF.32.2530","N/A"
"LDHU3_32.T3350","-","LdHU3.32:989713..993044"," LDHU3_32.3350","N/A","N/A","HD_domain_containing_protein_putative","LmjF.32.2540","N/A"
"LDHU3_32.T3360","-","LdHU3.32:993533..998710"," LDHU3_32.3360","N/A","N/A","AMP_deaminase_putative","LmjF.32.2550","N/A"
"LDHU3_32.T3370","-","LdHU3.32:999071..1001226"," LDHU3_32.3370","N/A","N/A","GPI_transamidase_component_Tta1_putative","LmjF.32.2560","N/A"
"LDHU3_32.T3380","-","LdHU3.32:1001227..1004479"," LDHU3_32.3380","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2570","N/A"
"LDHU3_32.T3390","-","LdHU3.32:1004858..1006430"," LDHU3_32.3390","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2580","N/A"
"LDHU3_32.T3400","-","LdHU3.32:1006759..1008562"," LDHU3_32.3400","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2590","N/A"
"LDHU3_32.T3410","-","LdHU3.32:1008563..1011375"," LDHU3_32.3410","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2600","N/A"
"LDHU3_32.T3420","-","LdHU3.32:1011376..1012936"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3430","-","LdHU3.32:1013532..1014103"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3440","-","LdHU3.32:1014104..1017570"," LDHU3_32.3440","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2610","N/A"
"LDHU3_32.T3450","-","LdHU3.32:1017571..1018356"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3460","-","LdHU3.32:1018357..1021157"," LDHU3_32.3460","N/A","N/A","Complex1_LYR-like_putative","LmjF.32.2620","N/A"
"LDHU3_32.T3470","-","LdHU3.32:1021416..1022815"," LDHU3_32.3470","N/A","N/A","superoxide_dismutase_putative","LmjF.32.2630","N/A"
"LDHU3_32.T3480","-","LdHU3.32:1022816..1023662"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3490","-","LdHU3.32:1023932..1031437"," LDHU3_32.3490","N/A","N/A","cysteine_desulfhydrase","LmjF.32.2640","N/A"
"LDHU3_32.T3500","-","LdHU3.32:1031838..1032588"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3510","-","LdHU3.32:1032950..1039992"," LDHU3_32.3510","N/A","N/A","SpoU_rRNA_Methylase_family_putative","LmjF.32.2650","N/A"
"LDHU3_32.T3520","-","LdHU3.32:1039993..1041477"," LDHU3_32.3520","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_32.T3530","-","LdHU3.32:1041972..1046701"," LDHU3_32.3530","N/A","N/A","L-Lysine_transport_protein_putative","LmjF.32.2660","N/A"
"LDHU3_32.T3540","-","LdHU3.32:1046702..1050099"," LDHU3_32.3540","N/A","N/A","kinteoplast_poly(A)_polymerase_complex_1_subunit_putative","LmjF.32.2670","N/A"
"LDHU3_32.T3550","-","LdHU3.32:1050483..1051007"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3560","-","LdHU3.32:1051008..1052141"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3570","-","LdHU3.32:1052142..1053670"," LDHU3_32.3570","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2680","N/A"
"LDHU3_32.T3580","-","LdHU3.32:1053671..1054285"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3590","-","LdHU3.32:1054286..1055578"," LDHU3_32.3590","N/A","N/A","ribosomal_protein_L27_putative","LmjF.32.2690","N/A"
"LDHU3_32.T3600","-","LdHU3.32:1055866..1059871"," LDHU3_32.3600","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2700","N/A"
"LDHU3_32.T3610","-","LdHU3.32:1060292..1061833"," LDHU3_32.3610","N/A","N/A","ribosomal_protein_L27_putative","LmjF.32.2710","N/A"
"LDHU3_32.T3620","-","LdHU3.32:1061834..1063270"," LDHU3_32.3620","N/A","N/A","Sybindin-like_family/Sedlin_N-inal_conserved_region_containing_protein_putative","LmjF.32.2720","N/A"
"LDHU3_32.T3630","-","LdHU3.32:1063271..1067243"," LDHU3_32.3630","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2730","N/A"
"LDHU3_32.T3640","-","LdHU3.32:1067244..1068760"," LDHU3_32.3640","N/A","N/A","As/Sb_Reductase","LmjF.32.2740","N/A"
"LDHU3_32.T3650","-","LdHU3.32:1068761..1069470"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3660","-","LdHU3.32:1069471..1075188"," LDHU3_32.3660","N/A","N/A","Guanine_nucleotide_exchange_factor_in_Golgi_transport_N-inal/Sec7_domain_containing_protein_putative","LmjF.32.2750","N/A"
"LDHU3_32.T3670","-","LdHU3.32:1075124..1078933"," LDHU3_32.3670","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2760","N/A"
"LDHU3_32.T3680","-","LdHU3.32:1079094..1081832"," LDHU3_32.3680","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_32.T3690","-","LdHU3.32:1082193..1086094"," LDHU3_32.3690","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2770","N/A"
"LDHU3_32.T3700","-","LdHU3.32:1086453..1091121"," LDHU3_32.3700","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2780","N/A"
"LDHU3_32.T3710","-","LdHU3.32:1091450..1093074"," LDHU3_32.3710","N/A","N/A","DNA_polymerase_III_epsilon_subunit-like_exonuclease","LmjF.32.2790","N/A"
"LDHU3_32.T3720","-","LdHU3.32:1093473..1098885"," LDHU3_32.3720","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2800","N/A"
"LDHU3_32.T3730","-","LdHU3.32:1098886..1101776"," LDHU3_32.3730","N/A","N/A","RNA-binding_protein_putative","LmjF.32.2810","N/A"
"LDHU3_32.T3740","-","LdHU3.32:1101777..1104846"," LDHU3_32.3740","N/A","N/A","proteasome_regulatory_non-ATP-ase_subunit_putative","LmjF.32.2820","N/A"
"LDHU3_32.T3750","-","LdHU3.32:1105332..1109823"," LDHU3_32.3750","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2830","N/A"
"LDHU3_32.T3760","-","LdHU3.32:1110201..1112204"," LDHU3_32.3760","N/A","N/A","Prefoldin_subunit_putative","LmjF.32.2840","N/A"
"LDHU3_32.T3770","-","LdHU3.32:1112492..1115428"," LDHU3_32.3770","N/A","N/A","CS_domain/TPR_repeat/Tetratricopeptide_repeat_putative","LmjF.32.2850","N/A"
"LDHU3_32.T3780","-","LdHU3.32:1115575..1120193"," LDHU3_32.3780","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2860","N/A"
"LDHU3_32.T3790","-","LdHU3.32:1120498..1124471"," LDHU3_32.3790","N/A","N/A","phosphatidate_cytidylyltransferase-like_protein","LmjF.32.2870","N/A"
"LDHU3_32.T3800","-","LdHU3.32:1124837..1131542"," LDHU3_32.3800","N/A","N/A","Protein_of_unknown_function_(DUF778)_putative","LmjF.32.2880","N/A"
"LDHU3_32.T3810","-","LdHU3.32:1131869..1133884"," LDHU3_32.3810","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2885","N/A"
"LDHU3_32.T3820","-","LdHU3.32:1134210..1135612"," LDHU3_32.3820","N/A","N/A","SNAP_protein_putative","LmjF.32.2890","N/A"
"LDHU3_32.T3830","-","LdHU3.32:1135613..1139992"," LDHU3_32.3830","N/A","N/A","outer_dynein_arm_docking_complex_putative","LmjF.32.2900","N/A"
"LDHU3_32.T3840","-","LdHU3.32:1140440..1146861"," LDHU3_32.3840","N/A","N/A","ubiquitin_hydrolase_putative","LmjF.32.2910","N/A"
"LDHU3_32.T3850","-","LdHU3.32:1147239..1149938"," LDHU3_32.3850","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2920","N/A"
"LDHU3_32.T3860","-","LdHU3.32:1150304..1153052"," LDHU3_32.3860","N/A","N/A","tubulin-tyrosine_ligase-like_protein","LmjF.32.2930","N/A"
"LDHU3_32.T3870","-","LdHU3.32:1153451..1155785"," LDHU3_32.3870","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2940","N/A"
"LDHU3_32.T3880","-","LdHU3.32:1156139..1156962"," LDHU3_32.3880","N/A","N/A","nucleoside_diphosphate_kinase_b","LmjF.32.2950","N/A"
"LDHU3_32.T3890","-","LdHU3.32:1157271..1157986"," LDHU3_32.3890","N/A","N/A","nucleoside_diphosphate_kinase_b","LmjF.32.2950","N/A"
"LDHU3_32.T3900","-","LdHU3.32:1158255..1160598"," LDHU3_32.3900","N/A","N/A","DNA_replication_licensing_factor_MCM7_putative","LmjF.32.2960","N/A"
"LDHU3_32.T3910","-","LdHU3.32:1160757..1161296"," LDHU3_32.3910","N/A","N/A","tubulin_binding_cofactor_A-like_protein","LmjF.32.2970","N/A"
"LDHU3_32.T3920","-","LdHU3.32:1161297..1162177"," LDHU3_32.3920","N/A","N/A","ATP_binding_protein-like_protein","LmjF.32.2980","N/A"
"LDHU3_32.T3930","-","LdHU3.32:1162315..1163050"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3940","-","LdHU3.32:1163051..1164468"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3950","-","LdHU3.32:1164523..1164960"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3960","-","LdHU3.32:1165790..1166265"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3970","+","LdHU3.32:1167399..1168417"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3980","+","LdHU3.32:1168484..1168989"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T3990","+","LdHU3.32:1168990..1169770"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4000","+","LdHU3.32:1169960..1172555"," LDHU3_32.4000","N/A","N/A","hypothetical_protein_conserved","LmjF.32.2990","N/A"
"LDHU3_32.T4010","+","LdHU3.32:1172846..1173729"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4020","+","LdHU3.32:1173730..1174169"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4030","+","LdHU3.32:1174400..1175262"," LDHU3_32.4030","N/A","N/A","Rab5-interacting_protein_(Rab5ip)_putative","LmjF.32.2995","N/A"
"LDHU3_32.T4040","+","LdHU3.32:1175263..1176906"," LDHU3_32.4040","N/A","N/A","Domain_of_unknown_function_DUF21_putative","LmjF.32.2998","N/A"
"LDHU3_32.T4050","+","LdHU3.32:1177211..1178825"," LDHU3_32.4050","N/A","N/A","Domain_of_unknown_function_DUF21_putative","LmjF.32.3000","N/A"
"LDHU3_32.T4060","+","LdHU3.32:1179117..1183834"," LDHU3_32.4060","N/A","N/A","leucine-rich_repeat_protein_putative","LmjF.32.3010","N/A"
"LDHU3_32.T4070","+","LdHU3.32:1184203..1187057"," LDHU3_32.4070","N/A","N/A","50S_ribosome-binding_GTPase_putative","LmjF.32.3020","N/A"
"LDHU3_32.T4080","+","LdHU3.32:1187297..1189705"," LDHU3_32.4080","N/A","N/A","chaperone_protein_DNAj_putative","LmjF.32.3030","N/A"
"LDHU3_32.T4090","+","LdHU3.32:1190062..1193762"," LDHU3_32.4090","N/A","N/A","protein_phosphatase_2A_catalytic_subunit_putative","LmjF.32.3040","N/A"
"LDHU3_32.T4100","+","LdHU3.32:1194272..1198561"," LDHU3_32.4100","N/A","N/A","Miro-like_protein/Ras_family_putative","LmjF.32.3050","N/A"
"LDHU3_32.T4110","+","LdHU3.32:1198562..1203347"," LDHU3_32.4110","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3060","N/A"
"LDHU3_32.T4120","+","LdHU3.32:1203637..1204666"," LDHU3_32.4120","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3065","N/A"
"LDHU3_32.T4130","+","LdHU3.32:1205029..1208185"," LDHU3_32.4130","N/A","N/A","Zinc-finger_of_the_MIZ_type_in_Nse_subunit/MIZ/SP-RING_zinc_finger_containing_protein_putative","LmjF.32.3070","N/A"
"LDHU3_32.T4140","+","LdHU3.32:1208579..1212328"," LDHU3_32.4140","N/A","N/A","ATP-binding_cassette_protein_subfamily_B_member_3_putative","LmjF.32.3080","N/A"
"LDHU3_32.T4150","+","LdHU3.32:1212596..1213584"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4160","+","LdHU3.32:1213814..1219263"," LDHU3_32.4160","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3090","N/A"
"LDHU3_32.T4170","+","LdHU3.32:1219264..1221485"," LDHU3_32.4170","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3100","N/A"
"LDHU3_32.T4180","+","LdHU3.32:1221922..1225580"," LDHU3_32.4180","N/A","N/A","Serine_hydrolase_(FSH1)/50S_ribosome-binding_GTPase/GTPase_of_unknown_function_C-inal_putative","LmjF.32.3110","N/A"
"LDHU3_32.T4190","+","LdHU3.32:1225581..1227024"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4200","+","LdHU3.32:1227463..1230213"," LDHU3_32.4200","N/A","N/A","ribosomal_protein_L3_putative","LmjF.32.3130","N/A"
"LDHU3_32.T4210","+","LdHU3.32:1230214..1232245"," LDHU3_32.4210","N/A","N/A","pyrroline-5-carboxylate_synthetase-like_protein","LmjF.32.3140","N/A"
"LDHU3_32.T4220","+","LdHU3.32:1232723..1241529"," LDHU3_32.4220","N/A","N/A","Flagellar_Member_7","LmjF.32.3150","N/A"
"LDHU3_32.T4230","+","LdHU3.32:1241893..1245627"," LDHU3_32.4230","N/A","N/A","Leucine_Rich_repeat/Leucine_Rich_Repeat/Leucine_Rich_repeats_(2_copies)_putative","LmjF.32.3160","N/A"
"LDHU3_32.T4240","+","LdHU3.32:1245628..1247200"," LDHU3_32.4240","N/A","N/A","NADH_dehydrogenase_subunit_NI8M_putative","LmjF.32.3170","N/A"
"LDHU3_32.T4250","+","LdHU3.32:1247664..1250278"," LDHU3_32.4250","N/A","N/A","mitochondrial_RNA_binding_protein_putative","LmjF.32.3180","N/A"
"LDHU3_32.T4260","+","LdHU3.32:1250560..1253945"," LDHU3_32.4260","N/A","N/A","Golgi_transport_complex_subunit_5_putative","LmjF.32.3190","N/A"
"LDHU3_32.T4270","+","LdHU3.32:1254381..1255505"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4280","+","LdHU3.32:1255825..1260357"," LDHU3_32.4280","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3200","N/A"
"LDHU3_32.T4290","+","LdHU3.32:1260554..1262030"," LDHU3_32.4290","N/A","N/A","50S_ribosome-binding_GTPase/Miro-like_protein/Ras_family_putative","LmjF.32.3210","N/A"
"LDHU3_32.T4300","+","LdHU3.32:1262486..1265084"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4310","+","LdHU3.32:1265387..1279354"," LDHU3_32.4310","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3220","N/A"
"LDHU3_32.T4320","+","LdHU3.32:1279910..1282213"," LDHU3_32.4320","N/A","N/A","dynein_light_inediate_chain_putative","LmjF.32.3230","N/A"
"LDHU3_32.T4330","+","LdHU3.32:1282768..1286161"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4340","+","LdHU3.32:1286431..1290344"," LDHU3_32.4340","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3240","N/A"
"LDHU3_32.T4350","+","LdHU3.32:1290798..1298611"," LDHU3_32.4350","N/A","N/A","mitogen-activated_protein_kinase_putative","LmjF.32.3250","N/A"
"LDHU3_32.T4360","+","LdHU3.32:1298862..1300077"," LDHU3_32.4360","N/A","N/A","glucosamine-6-phosphate_isomerase_putative","LmjF.32.3260","N/A"
"LDHU3_32.T4370","+","LdHU3.32:1300078..1301236"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4380","+","LdHU3.32:1301237..1304692"," LDHU3_32.4380","N/A","N/A","chaperonin_alpha_subunit_putative","LmjF.32.3270","N/A"
"LDHU3_32.T4390","+","LdHU3.32:1305175..1306796"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4400","+","LdHU3.32:1306797..1309072"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4410","+","LdHU3.32:1309357..1315162"," LDHU3_32.4410","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3280","N/A"
"LDHU3_32.T4420","+","LdHU3.32:1315497..1317178"," LDHU3_32.4420","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3290","N/A"
"LDHU3_32.T4430","+","LdHU3.32:1317600..1319575"," LDHU3_32.4430","N/A","N/A","chaperone_protein_DNAj_putative","LmjF.32.3300","N/A"
"LDHU3_32.T4440","+","LdHU3.32:1320035..1323410"," LDHU3_32.4440","N/A","N/A","dihydrolipoamide_dehydrogenase_putative","LmjF.32.3310","N/A"
"LDHU3_32.T4450","+","LdHU3.32:1323798..1327893"," LDHU3_32.4450","N/A","N/A","cyclin_6_putative","LmjF.32.3320","N/A"
"LDHU3_32.T4460","+","LdHU3.32:1328290..1329425"," LDHU3_32.4460","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3330","N/A"
"LDHU3_32.T4470","+","LdHU3.32:1329703..1333456"," LDHU3_32.4470","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3340","N/A"
"LDHU3_32.T4480","+","LdHU3.32:1333844..1334958"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4490","+","LdHU3.32:1335392..1341382"," LDHU3_32.4490","N/A","N/A","B-box_zinc_finger_containing_protein_putative","LmjF.32.3350","N/A"
"LDHU3_32.T4500","+","LdHU3.32:1341383..1345704"," LDHU3_32.4500","N/A","N/A","Lipase_(class_3)_putative","LmjF.32.3360","N/A"
"LDHU3_32.T4510","+","LdHU3.32:1346014..1349562"," LDHU3_32.4510","N/A","N/A","chloride_channel_protein_putative","LmjF.32.3370","N/A"
"LDHU3_32.T4520","+","LdHU3.32:1349660..1352657"," LDHU3_32.4520","N/A","N/A","tRNA_pseudouridine_synthase_D_(TruD)_putative","LmjF.32.3380","N/A"
"LDHU3_32.T4530","+","LdHU3.32:1353128..1356896"," LDHU3_32.4530","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3390","N/A"
"LDHU3_32.T4540","+","LdHU3.32:1356897..1358500"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4550","+","LdHU3.32:1358718..1361245"," LDHU3_32.4550","N/A","N/A","Alpha/beta_hydrolase_family_putative","LmjF.32.3400","N/A"
"LDHU3_32.T4560","+","LdHU3.32:1361613..1370707"," LDHU3_32.4560","N/A","N/A","Dopey_N-inal_putative","LmjF.32.3410","N/A"
