"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction"
"LmjF.33.T0298","-","LmjF.33:106734..107144","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0298.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0300","-","LmjF.33:107145..108999","LmjF.33.0300","LmjF.33:107455..108837","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0300.html"" target=""_blank""> Click for Additional information</a>","beta-galactofuranosyltransferase-like protein (LPG1R) "
"LmjF.33.T0310","-","LmjF.33:109000..111899","LmjF.33.0310","LmjF.33:109719..111722","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0310.html"" target=""_blank""> Click for Additional information</a>","ATP-binding cassette protein subfamily F, member 3, putative (ABCF2) "
"LmjF.33.T0312","-","LmjF.33:112346..116294","LmjF.33.0312","LmjF.33:113895..116000","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0312.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-1) "
"LmjF.33.T0314","-","LmjF.33:116616..119931","LmjF.33.0314","LmjF.33:117528..119633","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0314.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-2) "
"LmjF.33.T0316","-","LmjF.33:120253..123573","LmjF.33.0316","LmjF.33:121170..123275","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0316.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-3) "
"LmjF.33.T0318","-","LmjF.33:123895..127202","LmjF.33.0318","LmjF.33:124806..126908","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0318.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-4) "
"LmjF.33.T0320","-","LmjF.33:127524..130837","LmjF.33.0320","LmjF.33:128438..130543","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0320.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-5) "
"LmjF.33.T0323","-","LmjF.33:131308..134473","LmjF.33.0323","LmjF.33:132070..134175","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0323.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-6) "
"LmjF.33.T0326","-","LmjF.33:134795..138112","LmjF.33.0326","LmjF.33:135709..137814","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0326.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-7) "
"LmjF.33.T0330","-","LmjF.33:138434..141743","LmjF.33.0330","LmjF.33:139347..141449","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0330.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-8) "
"LmjF.33.T0333","-","LmjF.33:142065..145378","LmjF.33.0333","LmjF.33:142979..145084","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0333.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-9) "
"LmjF.33.T0336","-","LmjF.33:145700..149010","LmjF.33.0336","LmjF.33:146611..148716","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0336.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-10) "
"LmjF.33.T0340","-","LmjF.33:149332..152644","LmjF.33.0340","LmjF.33:150245..152350","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0340.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-11) "
"LmjF.33.T0343","-","LmjF.33:152966..156287","LmjF.33.0343","LmjF.33:153878..155983","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0343.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-12) "
"LmjF.33.T0345","-","LmjF.33:156609..157134","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0345.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0346","-","LmjF.33:157050..159920","LmjF.33.0346","LmjF.33:157521..159626","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0346.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-13) "
"LmjF.33.T0350","-","LmjF.33:160242..163552","LmjF.33.0350","LmjF.33:161153..163258","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0350.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-14) "
"LmjF.33.T0355","-","LmjF.33:163874..167186","LmjF.33.0355","LmjF.33:164787..166892","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0355.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-15) "
"LmjF.33.T0360","-","LmjF.33:167508..170829","LmjF.33.0360","LmjF.33:168420..170525","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0360.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83 (HSP83-16) "
"LmjF.33.T0365","-","LmjF.33:171156..174465","LmjF.33.0365","LmjF.33:172063..174168","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0365.html"" target=""_blank""> Click for Additional information</a>","heat shock protein 83,heat shock protein 83 (HSP83-17) "
"LmjF.33.T0370","-","LmjF.33:174786..178673","LmjF.33.0370","LmjF.33:175240..177426","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0370.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0380","-","LmjF.33:179060..180898","LmjF.33.0380","LmjF.33:179436..180416","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0380.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0385","-","LmjF.33:180899..182061","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0385.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0390","-","LmjF.33:182062..183456","LmjF.33.0390","LmjF.33:182237..183346","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0390.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0400","-","LmjF.33:183825..185567","LmjF.33.0400","LmjF.33:184306..185526","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0400.html"" target=""_blank""> Click for Additional information</a>","serine peptidase, Clan SC, Family S9D "
"LmjF.33.T0405","-","LmjF.33:185568..186088","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0405.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0410","-","LmjF.33:186538..190163","LmjF.33.0410","LmjF.33:187128..189947","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0410.html"" target=""_blank""> Click for Additional information</a>","DNA mismatch repair protein, putative "
"LmjF.33.T0413","-","LmjF.33:190343..191323","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0413.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0415","-","LmjF.33:191369..192978","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0415.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0417","-","LmjF.33:193205..194038","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0417.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0420","-","LmjF.33:194308..196394","LmjF.33.0420","LmjF.33:196045..196344","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0420.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0430","-","LmjF.33:196918..200394","LmjF.33.0430","LmjF.33:197182..200322","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0430.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0440","-","LmjF.33:200663..202095","LmjF.33.0440","LmjF.33:200968..201642","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0440.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0450","-","LmjF.33:202351..203518","LmjF.33.0450","LmjF.33:202505..203155","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0450.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0460","-","LmjF.33:203978..205405","LmjF.33.0460","LmjF.33:204351..205217","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0460.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0470","-","LmjF.33:205781..209150","LmjF.33.0470","LmjF.33:207188..208813","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0470.html"" target=""_blank""> Click for Additional information</a>","deoxyribodipyrimidine photolyase, putative "
"LmjF.33.T0480","-","LmjF.33:209500..212103","LmjF.33.0480","LmjF.33:209869..211950","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0480.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0490","-","LmjF.33:212375..215918","LmjF.33.0490","LmjF.33:212698..215940","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T0490.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0500","-","LmjF.33:216252..217536","LmjF.33.0500","LmjF.33:216405..217325","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0500.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0510","-","LmjF.33:217907..221342","LmjF.33.0510","LmjF.33:218078..220741","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0510.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0520","-","LmjF.33:221671..224408","LmjF.33.0520","LmjF.33:223247..224296","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0520.html"" target=""_blank""> Click for Additional information</a>","d-xylulose reductase, putative "
"LmjF.33.T0530","-","LmjF.33:224781..230612","LmjF.33.0530","LmjF.33:224959..229317","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0530.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0535","-","LmjF.33:231037..232138","LmjF.33.0535","LmjF.33:231288..231896","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0535.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0537","-","LmjF.33:232371..233087","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0537.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0540","-","LmjF.33:233088..235800","LmjF.33.0540","LmjF.33:234307..235587","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0540.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0550","-","LmjF.33:236149..243508","LmjF.33.0550","LmjF.33:236617..242718","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0550.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0560","-","LmjF.33:243818..246756","LmjF.33.0560","LmjF.33:245192..246247","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0560.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0565","-","LmjF.33:247292..249189","LmjF.33.0565","LmjF.33:248591..249025","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0565.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0570","-","LmjF.33:249670..252813","LmjF.33.0570","LmjF.33:250984..252732","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0570.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0580","-","LmjF.33:253046..255159","LmjF.33.0580","LmjF.33:253652..254794","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0580.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0585","-","LmjF.33:255402..258316","LmjF.33.0585","LmjF.33:255824..257857","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0585.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0590","-","LmjF.33:258765..261990","LmjF.33.0590","LmjF.33:259256..261883","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0590.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0600","-","LmjF.33:262314..263003","LmjF.33.0600","LmjF.33:262377..262949","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0600.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0602","-","LmjF.33:263276..264562","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0602.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0603",".","LmjF.33:264563..265662","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0603.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0605","+","LmjF.33:265896..267344","LmjF.33.0605","LmjF.33:265955..267238","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0605.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0610","+","LmjF.33:267548..268391","LmjF.33.0610","LmjF.33:267459..268040","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T0610.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0620","+","LmjF.33:268587..270287","LmjF.33.0620","LmjF.33:268992..269900","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0620.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0630","+","LmjF.33:270610..272655","LmjF.33.0630","LmjF.33:270951..272423","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0630.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0640","+","LmjF.33:273188..274560","LmjF.33.0640","LmjF.33:273777..274130","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0640.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0650","+","LmjF.33:275103..281275","LmjF.33.0650","LmjF.33:275983..280188","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0650.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0660","+","LmjF.33:281679..282893","LmjF.33.0660","LmjF.33:281959..282417","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0660.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0670","+","LmjF.33:283327..285980","LmjF.33.0670","LmjF.33:283155..285785","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T0670.html"" target=""_blank""> Click for Additional information</a>","protein phosphatase 2A regulatory subunit, putative "
"LmjF.33.T0680","+","LmjF.33:286230..291537","LmjF.33.0680","LmjF.33:287058..288383","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0680.html"" target=""_blank""> Click for Additional information</a>","sterol C-24 reductase, putative "
"LmjF.33.T0690","+","LmjF.33:291805..292515","LmjF.33.0690","LmjF.33:291831..292301","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0690.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0700","+","LmjF.33:292943..294772","LmjF.33.0700","LmjF.33:293165..294334","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0700.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0710","+","LmjF.33:295116..297649","LmjF.33.0710","LmjF.33:295257..297146","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0710.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0720","+","LmjF.33:298161..298964","LmjF.33.0720","LmjF.33:298187..298774","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0720.html"" target=""_blank""> Click for Additional information</a>","60S ribosomal protein L6, putative "
"LmjF.33.T0730","+","LmjF.33:299471..301193","LmjF.33.0730","LmjF.33:299372..301051","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T0730.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0740","+","LmjF.33:301489..303366","LmjF.33.0740","LmjF.33:301852..302982","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0740.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0750","+","LmjF.33:303683..306691","LmjF.33.0750","LmjF.33:304244..306562","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0750.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0760","+","LmjF.33:308309..309788","LmjF.33.0760","LmjF.33:308472..309593","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0760.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0765","+","LmjF.33:310203..313233","LmjF.33.0765","LmjF.33:311022..312284","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0765.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0770","+","LmjF.33:316475..323540","LmjF.33.0770","LmjF.33:319591..322239","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0770.html"" target=""_blank""> Click for Additional information</a>","CYC2-like cyclin, putative (CYC5) "
"LmjF.33.T0775","+","LmjF.33:323962..324407","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0775.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0780","+","LmjF.33:324652..332833","LmjF.33.0780","LmjF.33:327802..331614","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0780.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0790","+","LmjF.33:333046..338979","LmjF.33.0790","LmjF.33:333889..338760","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0790.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0792","+","LmjF.33:339367..341474","LmjF.33.0792","LmjF.33:339439..340770","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0792.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0793","+","LmjF.33:341981..342563","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0793.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0794","+","LmjF.33:342954..345061","LmjF.33.0794","LmjF.33:343026..344357","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0794.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0795","+","LmjF.33:345568..346147","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0795.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0796","+","LmjF.33:346537..348644","LmjF.33.0796","LmjF.33:346609..347940","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0796.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0797","+","LmjF.33:349152..349732","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0797.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0798","+","LmjF.33:350120..352227","LmjF.33.0798","LmjF.33:350192..351523","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0798.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0799","+","LmjF.33:352734..353313","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0799.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0800","+","LmjF.33:353706..355813","LmjF.33.0800","LmjF.33:353778..355109","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0800.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0801","+","LmjF.33:356320..356900","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0801.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0802","+","LmjF.33:357289..359396","LmjF.33.0802","LmjF.33:357361..358692","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0802.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0803","+","LmjF.33:359903..360485","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0803.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0804","+","LmjF.33:360876..362983","LmjF.33.0804","LmjF.33:360948..362279","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0804.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0805","+","LmjF.33:363488..364068","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0805.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0806","+","LmjF.33:364456..366563","LmjF.33.0806","LmjF.33:364528..365859","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0806.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0807","+","LmjF.33:367067..367647","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0807.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0808","+","LmjF.33:368035..370142","LmjF.33.0808","LmjF.33:368107..369438","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0808.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0809","+","LmjF.33:370649..371230","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0809.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0810","+","LmjF.33:371621..373728","LmjF.33.0810","LmjF.33:371693..373024","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0810.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0811","+","LmjF.33:374235..374816","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0811.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0812","+","LmjF.33:375205..377312","LmjF.33.0812","LmjF.33:375277..376608","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0812.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0813","+","LmjF.33:377819..378400","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0813.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0814","+","LmjF.33:378790..380897","LmjF.33.0814","LmjF.33:378862..380193","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0814.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0815","+","LmjF.33:381404..381985","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0815.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0816","+","LmjF.33:382377..384484","LmjF.33.0816","LmjF.33:382449..383780","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0816.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0817","+","LmjF.33:384991..385573","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0817.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0818","+","LmjF.33:385962..388069","LmjF.33.0818","LmjF.33:386034..387365","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0818.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0818.1","+","LmjF.33:388576..389158","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0818.1.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0819","+","LmjF.33:389550..391653","LmjF.33.0819","LmjF.33:389622..390953","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0819.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0819.1","+","LmjF.33:392161..392741","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T0819.1.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T0820","+","LmjF.33:393130..396247","LmjF.33.0820","LmjF.33:393202..394533","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0820.html"" target=""_blank""> Click for Additional information</a>","beta tubulin "
"LmjF.33.T0830","+","LmjF.33:396615..400661","LmjF.33.0830","LmjF.33:396814..399006","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0830.html"" target=""_blank""> Click for Additional information</a>","2,4-dienoyl-coa reductase fadh1, putative "
"LmjF.33.T0840","+","LmjF.33:401133..403532","LmjF.33.0840","LmjF.33:401257..403386","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0840.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0850","+","LmjF.33:403849..407076","LmjF.33.0850","LmjF.33:404143..406773","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0850.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.33.T0860","+","LmjF.33:407396..409048","LmjF.33.0860","LmjF.33:407449..408804","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0860.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0870","+","LmjF.33:409283..412070","LmjF.33.0870","LmjF.33:409605..411083","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0870.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
